variant,tier_a_event_count,tier_b_event_count,tier_c_event_count,tier_a_recall,tier_b_recall,tier_c_recall,tier_a_snapshot_recall,tier_b_snapshot_recall,tier_c_snapshot_recall,tier_a_prearmed_recall,tier_b_prearmed_recall,ab_weighted_recall,reaction_median_ms,reaction_p95_ms,tier_a_reaction_p95_ms,tier_b_reaction_p95_ms,oversampling_median_ms,oversampling_p95_ms,oversampling_observed_count,oversampling_censored_dataset_end,oversampling_ended_by_next_event,oversampling_released_count,oversampling_horizon_hit_count,false_fast_time,fast_time_fraction,snapshot_count,fixed1s_snapshot_count,snapshot_reduction,mid_reconstruction_mae_bp,imbalance_reconstruction_mae,gates_passed,gate_count,pass,checks
asym-log_excess-price_heavy-fidelity-tau1900-g0.95,205,45,756,1.0,1.0,0.8121693121693122,1.0,0.9111111111111111,0.7420634920634921,0.4926829268292683,0.8222222222222222,1.0,0.0,0.0,0.0,0.0,4000.0,17662.499999999985,250,0,63,182,5,0.13598312665915124,0.1502360791630762,12752,35105,0.6367469021506909,0.18992771158352642,0.17849533032949086,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-price_heavy-fidelity-tau2600-g0.55,205,45,756,1.0,1.0,0.8584656084656085,1.0,0.9333333333333333,0.7883597883597884,0.5365853658536586,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,5125.0,24137.499999999996,250,0,70,172,8,0.1693661587694098,0.18327291890698552,13382,35105,0.6188007406352372,0.1828017393076657,0.1718207592144331,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-balanced-tau1400-g1.2,205,45,756,1.0,1.0,0.9206349206349206,1.0,1.0,0.8478835978835979,0.5317073170731708,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,3250.0,18274.999999999993,250,0,59,187,4,0.21153496490781484,0.22484848916457176,16087,35105,0.5417461900014243,0.13307623243901096,0.15855016062711744,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-balanced-tau700-g1.2,205,45,756,1.0,1.0,0.7447089947089947,0.9951219512195122,0.8888888888888888,0.6402116402116402,0.3853658536585366,0.6444444444444445,1.0,0.0,0.0,0.0,0.0,1750.0,5500.0,250,0,27,223,0,0.05133277573729954,0.06500544798068637,10959,35105,0.6878222475430851,0.2315023788168868,0.1928291113788557,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-clean_release-tau700-g1.2,205,45,756,1.0,1.0,0.7738095238095238,0.9853658536585366,0.9111111111111111,0.6759259259259259,0.3951219512195122,0.6444444444444445,1.0,0.0,0.0,0.0,0.0,1750.0,5637.499999999995,250,0,24,226,0,0.052474635441288775,0.06595261325034361,10798,35105,0.6924084888192565,0.22978438525161035,0.19654465028885548,9,9,True,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-price_heavy-clean_release-tau2600-g0.75,205,45,756,1.0,1.0,0.6931216931216931,1.0,0.9111111111111111,0.6216931216931217,0.4,0.7111111111111111,1.0,0.0,250.0,0.0,0.0,3250.0,12024.99999999999,250,0,54,194,2,0.09755263827775555,0.11201475583788519,11249,35105,0.6795613160518444,0.25821451166681914,0.18410394174907407,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-price_heavy-clean_release-tau1000-g0.75,205,45,756,1.0,1.0,0.7037037037037037,1.0,0.8666666666666667,0.6216931216931217,0.4097560975609756,0.6222222222222222,1.0,0.0,250.0,0.0,0.0,2000.0,5387.499999999995,250,0,27,223,0,0.05280192006982072,0.06654370135095677,10031,35105,0.7142572283150548,0.2774191971890688,0.19670311559380746,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-fidelity-tau1000-g1.2,205,45,756,1.0,1.0,0.9206349206349206,1.0,1.0,0.8386243386243386,0.4975609756097561,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,3000.0,17662.499999999985,250,0,59,188,3,0.20068366122404452,0.21410208020282157,15954,35105,0.5455348240991311,0.1379075345754121,0.16091066732432044,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-responsive-tau2600-g0.75,205,45,756,1.0,1.0,0.8796296296296297,1.0,0.9333333333333333,0.8042328042328042,0.47804878048780486,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,5500.0,27912.499999999985,250,0,75,163,12,0.20546201680061094,0.21897321587534452,14713,35105,0.5808859136875089,0.15837940205786824,0.16280507385370618,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-fidelity-tau1400-g1.2,205,45,756,1.0,1.0,0.9431216931216931,1.0,1.0,0.8756613756613757,0.5707317073170731,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,4375.0,25662.499999999985,250,0,68,173,9,0.2626713698679952,0.2753473532784025,17433,35105,0.5034040734938043,0.123630839547807,0.1508110362285583,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-balanced-tau700-g0.95,205,45,756,1.0,1.0,0.6851851851851852,0.9951219512195122,0.8444444444444444,0.6031746031746031,0.2975609756097561,0.6222222222222222,1.0,0.0,250.0,0.0,0.0,1500.0,3887.499999999996,250,0,20,230,0,0.04293247027164624,0.05630292196924917,10373,35105,0.7045150263495228,0.2585579681161733,0.1997079034672575,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-clean_release-tau2600-g0.95,205,45,756,1.0,1.0,0.8928571428571429,1.0,0.9777777777777777,0.8465608465608465,0.551219512195122,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,4375.0,22662.499999999985,250,0,67,176,7,0.20314193243390669,0.21668720045008155,14860,35105,0.5766984760005698,0.14853446831963732,0.16365539947458937,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-fidelity-tau700-g0.95,205,45,756,1.0,1.0,0.8902116402116402,1.0,0.8666666666666667,0.7777777777777778,0.4146341463414634,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,2250.0,8137.499999999995,250,0,36,213,1,0.11104403796501691,0.12484065546685277,13468,35105,0.6163509471585245,0.17015771908450278,0.17474085182125232,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-balanced-tau1400-g0.95,205,45,756,1.0,1.0,0.7671957671957672,1.0,0.9333333333333333,0.7023809523809523,0.375609756097561,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,2750.0,10024.99999999999,250,0,48,200,2,0.09688352303720135,0.11132396612993968,12043,35105,0.656943455348241,0.2036726858558606,0.18759570382504112,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-balanced-tau1000-g0.55,205,45,756,1.0,1.0,0.5198412698412699,0.9951219512195122,0.8222222222222222,0.42592592592592593,0.23414634146341465,0.6,1.0,0.0,250.0,0.0,0.0,1500.0,4000.0,250,0,20,230,0,0.04001600058183934,0.05330475220589806,9516,35105,0.7289275032046717,0.3399574710377886,0.20017836956361096,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-price_heavy-fidelity-tau1000-g0.55,205,45,756,1.0,1.0,0.5079365079365079,1.0,0.7555555555555555,0.45105820105820105,0.25365853658536586,0.7111111111111111,1.0,0.0,250.0,0.0,0.0,1750.0,4500.0,250,0,26,224,0,0.048598130841121495,0.0624915431672352,9388,35105,0.7325737074490813,0.3408155288778744,0.19793045529118564,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-balanced-tau700-g0.75,205,45,756,1.0,1.0,0.7195767195767195,1.0,0.8888888888888888,0.6283068783068783,0.3951219512195122,0.6222222222222222,1.0,0.0,250.0,0.0,0.0,1500.0,4000.0,250,0,20,230,0,0.04525982763009564,0.058702882088606245,9964,35105,0.716165788349238,0.2770664756980707,0.19872540252153825,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-fidelity-tau700-g0.75,205,45,756,1.0,1.0,0.8492063492063492,1.0,0.8222222222222222,0.7341269841269841,0.40487804878048783,0.7333333333333333,1.0,0.0,0.0,0.0,0.0,2000.0,5887.499999999995,250,0,31,219,0,0.06655514745990763,0.08060162798481688,11684,35105,0.6671699188149836,0.20858853564607416,0.18910909307920712,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-responsive-tau1400-g0.75,205,45,756,1.0,1.0,0.791005291005291,1.0,0.9111111111111111,0.7103174603174603,0.36097560975609755,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,2875.0,10637.499999999996,250,0,49,199,2,0.10084003054656533,0.11530490887985244,12287,35105,0.6499928785073351,0.19957307659587056,0.18474833988544423,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-balanced-clean_release-tau1400-g0.95,205,45,756,1.0,1.0,0.832010582010582,1.0,0.9333333333333333,0.7857142857142857,0.4682926829268293,0.8222222222222222,1.0,0.0,0.0,0.0,0.0,2625.0,10887.499999999996,250,0,51,197,2,0.1218517036983163,0.13587904770721912,12876,35105,0.633214641788919,0.17383266620939977,0.1797186485824584,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-clean_release-tau1400-g0.55,205,45,756,1.0,1.0,0.5198412698412699,0.9951219512195122,0.8444444444444444,0.4722222222222222,0.25365853658536586,0.5555555555555556,1.0,0.0,250.0,0.0,0.0,1750.0,5250.0,250,0,27,223,0,0.04512164078693771,0.05863878819817831,9832,35105,0.7199259364762854,0.330795080714996,0.19751820643651313,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-clean_release-tau700-g0.55,205,45,756,1.0,1.0,0.4669312169312169,0.9853658536585366,0.8888888888888888,0.43386243386243384,0.3853658536585366,0.6,1.0,0.0,250.0,0.0,0.0,1500.0,3500.0,250,0,13,237,0,0.04107785737663188,0.05413085123808032,8460,35105,0.7590086882210512,0.3693658741288362,0.19872304130472573,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-balanced-tau1400-g0.75,205,45,756,1.0,1.0,0.7142857142857143,1.0,0.9111111111111111,0.6534391534391535,0.33658536585365856,0.6888888888888889,1.0,0.0,137.49999999998863,0.0,0.0,2500.0,7887.499999999995,250,0,43,207,0,0.07098439943270664,0.08549412828748246,11196,35105,0.6810710724967953,0.2405484812429303,0.19101768197069383,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-balanced-clean_release-tau2600-g0.75,205,45,756,1.0,1.0,0.8478835978835979,1.0,0.9555555555555556,0.8253968253968254,0.526829268292683,0.8444444444444444,1.0,0.0,0.0,0.0,0.0,4250.0,19887.499999999996,250,0,64,180,6,0.1656351140041456,0.17964093178273596,13483,35105,0.6159236575986327,0.1703719451997544,0.1732695224216888,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-price_heavy-balanced-tau1900-g0.55,205,45,756,1.0,1.0,0.7526455026455027,1.0,0.9333333333333333,0.7103174603174603,0.47317073170731705,0.7333333333333333,1.0,0.0,250.0,0.0,0.0,3000.0,10774.99999999999,250,0,50,200,0,0.09752354631077494,0.1120076342945043,11180,35105,0.6815268480273465,0.2389258702759536,0.18783596526110563,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-balanced-responsive-tau2600-g0.55,205,45,756,1.0,1.0,0.9232804232804233,1.0,0.9333333333333333,0.8333333333333334,0.5609756097560976,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,5750.0,27500.0,250,0,75,164,11,0.22598639950543656,0.2392197637071906,14974,35105,0.5734510753453924,0.1517570490880809,0.16144770117748697,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-balanced-tau700-g1.2,205,45,756,1.0,1.0,0.8743386243386243,1.0,0.9111111111111111,0.783068783068783,0.4195121951219512,0.9111111111111111,1.0,0.0,0.0,0.0,0.0,2250.0,8937.499999999978,250,0,37,211,2,0.11924797265355104,0.13273844707625038,13857,35105,0.6052699045719983,0.1629822181531589,0.17279655107023145,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-balanced-tau700-g0.55,205,45,756,1.0,1.0,0.7182539682539683,1.0,0.8888888888888888,0.6256613756613757,0.3951219512195122,0.6222222222222222,1.0,0.0,250.0,0.0,0.0,1500.0,4000.0,250,0,20,230,0,0.04512164078693771,0.058560451220988616,9897,35105,0.7180743483834211,0.28038253114513884,0.19968645937746882,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-balanced-tau700-g0.55,205,45,756,1.0,1.0,0.40476190476190477,0.9902439024390244,0.7333333333333333,0.3439153439153439,0.15121951219512195,0.5777777777777777,1.0,0.0,250.0,0.0,0.0,1000.0,2250.0,250,0,10,240,0,0.029201061856794792,0.04111979148120981,9034,35105,0.7426577410625267,0.37110491247735683,0.2007069340784282,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-responsive-tau1000-g0.55,205,45,756,1.0,1.0,0.667989417989418,0.9951219512195122,0.7555555555555555,0.5886243386243386,0.24878048780487805,0.6888888888888889,1.0,0.0,250.0,0.0,0.0,1750.0,4750.0,250,0,26,224,0,0.04789265064184152,0.061800753459289696,10372,35105,0.7045435123201823,0.27255948233801575,0.1993080077127769,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-balanced-tau1400-g0.55,205,45,756,1.0,1.0,0.7738095238095238,1.0,0.9111111111111111,0.705026455026455,0.44878048780487806,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,2750.0,8637.499999999996,250,0,44,206,0,0.0847158078475581,0.09923158546920288,11230,35105,0.680102549494374,0.22735713959776432,0.18968184236990376,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-price_heavy-responsive-tau1400-g0.95,205,45,756,1.0,1.0,0.791005291005291,1.0,0.9111111111111111,0.7142857142857143,0.4585365853658537,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,3000.0,10637.499999999996,250,0,50,198,2,0.10233099385432197,0.11675770372955227,11964,35105,0.6591938470303376,0.20316377293676546,0.18650287829041431,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-price_heavy-fidelity-tau1000-g0.95,205,45,756,1.0,1.0,0.7182539682539683,1.0,0.8,0.6335978835978836,0.4195121951219512,0.7333333333333333,1.0,0.0,0.0,0.0,0.0,2250.0,5750.0,250,0,32,218,0,0.0618422488090476,0.07608656948133799,10845,35105,0.6910696481982623,0.24378212516197656,0.19245054936939626,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-balanced-responsive-tau700-g0.55,205,45,756,1.0,1.0,0.5529100529100529,0.9853658536585366,0.5777777777777777,0.4576719576719577,0.2146341463414634,0.6666666666666666,1.0,0.0,250.0,0.0,0.0,1250.0,3000.0,250,0,13,237,0,0.03715044183424852,0.050142786944786674,9342,35105,0.733884062099416,0.32839067880271505,0.20176550908427943,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-clean_release-tau1000-g0.55,205,45,756,1.0,1.0,0.6851851851851852,1.0,0.8666666666666667,0.6203703703703703,0.40487804878048783,0.6222222222222222,1.0,0.0,250.0,0.0,0.0,1750.0,5387.499999999995,250,0,26,224,0,0.051943707043892506,0.065689116145251,9818,35105,0.7203247400655177,0.29097705859103323,0.19475969499012122,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-confluence-clean_release-tau700-g0.55,205,45,756,1.0,1.0,0.6534391534391535,0.9853658536585366,0.8888888888888888,0.5952380952380952,0.3853658536585366,0.6,1.0,0.0,250.0,0.0,0.0,1500.0,3637.499999999996,250,0,18,232,0,0.042234263064111426,0.05534863515621105,9201,35105,0.7379005839623984,0.3172428001574012,0.19961845337126993,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-confluence-responsive-tau1900-g0.55,205,45,756,1.0,1.0,0.8981481481481481,1.0,0.9111111111111111,0.8108465608465608,0.5024390243902439,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,4500.0,21099.999999999967,250,0,66,178,6,0.17730826575511838,0.19114934588624047,13859,35105,0.6052129326306794,0.1654792721380611,0.16863392961661783,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-fidelity-tau1400-g0.95,205,45,756,1.0,1.0,0.8187830687830688,1.0,0.8666666666666667,0.7486772486772487,0.4097560975609756,0.8222222222222222,1.0,0.0,0.0,0.0,0.0,3000.0,14637.499999999996,250,0,57,190,3,0.12849194516164225,0.1427727016999124,13062,35105,0.6279162512462613,0.17619017398537656,0.17602094033133084,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-fidelity-tau1000-g0.95,205,45,756,1.0,1.0,0.8783068783068783,1.0,0.8666666666666667,0.7883597883597884,0.43414634146341463,0.8222222222222222,1.0,0.0,0.0,0.0,0.0,2500.0,9750.0,250,0,45,204,1,0.10924760900396378,0.12346619759434264,12723,35105,0.6375729952998148,0.18011077150166063,0.1793058052991984,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-responsive-tau1000-g0.55,205,45,756,1.0,1.0,0.7632275132275133,1.0,0.8444444444444444,0.6640211640211641,0.424390243902439,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,2250.0,6000.0,250,0,32,218,0,0.06431506600240008,0.07859335275140829,10679,35105,0.6957983193277311,0.2478353064504584,0.19313703324787684,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-clean_release-tau1900-g0.95,205,45,756,1.0,1.0,0.8082010582010583,1.0,0.8888888888888888,0.7896825396825397,0.4926829268292683,0.8222222222222222,1.0,0.0,0.0,0.0,0.0,3000.0,13549.999999999984,250,0,54,194,2,0.12456452961925889,0.13882736666690404,12475,35105,0.6446375160233585,0.18629361537988479,0.18252352968681704,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-balanced-balanced-tau1000-g1.2,205,45,756,1.0,1.0,0.7685185185185185,1.0,0.9111111111111111,0.6984126984126984,0.4292682926829268,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,2250.0,7637.499999999995,250,0,41,208,1,0.08186479508345758,0.09619068644556648,11708,35105,0.6664862555191569,0.20175850232765216,0.18785967871304113,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-balanced-balanced-tau700-g0.95,205,45,756,1.0,1.0,0.83994708994709,1.0,0.9111111111111111,0.7645502645502645,0.4,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,2000.0,6250.0,250,0,30,220,0,0.07160260373104477,0.08540154822353101,11928,35105,0.6602193419740778,0.19783135523688838,0.18687640664572916,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-balanced-tau700-g0.95,205,45,756,1.0,1.0,0.6772486772486772,0.9951219512195122,0.8666666666666667,0.6005291005291006,0.3121951219512195,0.6222222222222222,1.0,0.0,250.0,0.0,0.0,1500.0,3887.499999999996,250,0,20,230,0,0.04306338412305902,0.05643823129348592,10209,35105,0.7091867255376727,0.269170549266643,0.199683826926605,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
