variant,tier_a_event_count,tier_b_event_count,tier_c_event_count,tier_a_recall,tier_b_recall,tier_c_recall,tier_a_snapshot_recall,tier_b_snapshot_recall,tier_c_snapshot_recall,tier_a_prearmed_recall,tier_b_prearmed_recall,ab_weighted_recall,reaction_median_ms,reaction_p95_ms,tier_a_reaction_p95_ms,tier_b_reaction_p95_ms,oversampling_median_ms,oversampling_p95_ms,oversampling_observed_count,oversampling_censored_dataset_end,oversampling_ended_by_next_event,oversampling_released_count,oversampling_horizon_hit_count,false_fast_time,fast_time_fraction,snapshot_count,fixed1s_snapshot_count,snapshot_reduction,mid_reconstruction_mae_bp,imbalance_reconstruction_mae,gates_passed,gate_count,pass,checks
fixed-1s,205,45,756,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0989010989010989,0.0,0.0,0.0,0.0,30000.0,30000.0,250,0,104,0,146,1.0,1.0,35105,35105,0.0,0.10915973921799356,0.09284893532255296,3,9,False,"{""ab_weighted_recall"": false, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": false, ""tier_a_recall"": false, ""tier_a_snapshot_recall"": false, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
fixed-2.5s,205,45,756,0.0,0.0,1.0,0.0,0.0,0.47883597883597884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,250,0,0,250,0,0.0,0.0,14042,35105,0.6,0.2737952784187585,0.15523495616409197,4,9,False,"{""ab_weighted_recall"": false, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": false, ""tier_a_snapshot_recall"": false, ""tier_b_recall"": false, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-responsive-tau1400-g0.75,205,45,756,1.0,1.0,0.8796296296296297,1.0,0.8888888888888888,0.7976190476190477,0.4682926829268293,0.8444444444444444,1.0,0.0,0.0,0.0,0.0,3250.0,12137.499999999996,250,0,54,193,3,0.131684788537765,0.14590618078750026,12830,35105,0.6345249964392536,0.17690858841535867,0.1779460154701254,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-balanced-tau1900-g0.95,205,45,756,1.0,1.0,0.8703703703703703,1.0,0.9555555555555556,0.8174603174603174,0.5121951219512195,0.8444444444444444,1.0,0.0,0.0,0.0,0.0,3750.0,17662.499999999985,250,0,62,183,5,0.16524964544165244,0.1792065176365022,13633,35105,0.6116507619997151,0.16361918400412492,0.17201976424714807,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-clean_release-tau2600-g0.95,205,45,756,1.0,1.0,0.7751322751322751,1.0,0.9333333333333333,0.75,0.43902439024390244,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,3750.0,19187.499999999978,250,0,61,184,5,0.1384777628277392,0.15265740391257593,12818,35105,0.634866828087167,0.1907865205951728,0.17983070161414932,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-price_heavy-clean_release-tau1400-g0.75,205,45,756,1.0,1.0,0.5674603174603174,1.0,0.8666666666666667,0.5145502645502645,0.3170731707317073,0.6444444444444445,1.0,0.0,250.0,0.0,0.0,2250.0,5637.499999999995,250,0,32,218,0,0.057914833266664245,0.0719275881469032,9860,35105,0.7191283292978208,0.3117367365947988,0.19485541652726168,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-confluence-responsive-tau1400-g0.75,205,45,756,1.0,1.0,0.9272486772486772,1.0,0.9333333333333333,0.8055555555555556,0.4975609756097561,0.9111111111111111,1.0,0.0,0.0,0.0,0.0,3750.0,19637.499999999996,250,0,61,186,3,0.18424669987999565,0.1979575413583632,14421,35105,0.5892038171200684,0.15364467457794687,0.16767377203895203,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-clean_release-tau2600-g0.55,205,45,756,1.0,1.0,0.7976190476190477,1.0,0.9333333333333333,0.7751322751322751,0.5024390243902439,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,3500.0,16799.99999999998,250,0,62,184,4,0.1320702571002582,0.1463121087602105,12241,35105,0.6513032331576698,0.20505585432925105,0.18346834082784189,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-balanced-balanced-tau2600-g1.2,205,45,756,1.0,1.0,0.955026455026455,1.0,1.0,0.8822751322751323,0.6341463414634146,0.9555555555555556,1.0,0.0,0.0,0.0,0.0,5750.0,30000.0,250,0,77,155,18,0.30998945416196955,0.3219863408797955,17950,35105,0.4886768266628685,0.12379660501433515,0.14420332002567626,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-clean_release-tau1400-g0.75,205,45,756,1.0,1.0,0.6534391534391535,1.0,0.8888888888888888,0.5859788359788359,0.3121951219512195,0.6444444444444445,1.0,0.0,250.0,0.0,0.0,2250.0,6137.499999999995,250,0,38,212,0,0.058053020109822176,0.07222669296890022,10467,35105,0.7018373451075346,0.27706414357917897,0.19582948906086706,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-clean_release-tau1000-g0.95,205,45,756,1.0,1.0,0.7473544973544973,1.0,0.9333333333333333,0.6917989417989417,0.4195121951219512,0.6444444444444445,1.0,0.0,0.0,0.0,0.0,2000.0,6000.0,250,0,32,218,0,0.061551329139241426,0.0754669952072013,10834,35105,0.6913829938755163,0.23651226954550505,0.19312609645833584,9,9,True,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-price_heavy-fidelity-tau700-g0.75,205,45,756,1.0,1.0,0.783068783068783,1.0,0.8222222222222222,0.6851851851851852,0.40487804878048783,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,1750.0,4887.499999999995,250,0,23,227,0,0.051267318811593146,0.06514075730492312,10770,35105,0.6932060959977211,0.23961131602458002,0.19445861710141618,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-price_heavy-clean_release-tau2600-g1.2,205,45,756,1.0,1.0,0.783068783068783,1.0,0.9111111111111111,0.7513227513227513,0.5219512195121951,0.8,1.0,0.0,0.0,0.0,0.0,3875.0,19637.499999999996,250,0,63,182,5,0.14133604858358487,0.15550602126492855,12662,35105,0.6393106395100413,0.18990044599373895,0.17920158659077298,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-balanced-tau2600-g1.2,205,45,756,1.0,1.0,0.873015873015873,1.0,0.9555555555555556,0.8240740740740741,0.5463414634146342,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,5000.0,27137.499999999996,250,0,71,169,10,0.22328811956798428,0.2365278203092174,15218,35105,0.5665004985044866,0.1461272959483726,0.16030449750321046,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-price_heavy-fidelity-tau2600-g1.2,205,45,756,1.0,1.0,0.9616402116402116,1.0,1.0,0.9007936507936508,0.6390243902439025,0.9555555555555556,1.0,0.0,0.0,0.0,0.0,6250.0,30000.0,250,0,83,148,19,0.32176442779737446,0.333615821220775,17941,35105,0.4889332003988036,0.12391699590260119,0.14316468690171735,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-balanced-tau1400-g0.95,205,45,756,1.0,1.0,0.9087301587301587,1.0,0.9555555555555556,0.8161375661375662,0.5024390243902439,0.9111111111111111,1.0,0.0,0.0,0.0,0.0,3000.0,14637.499999999996,250,0,55,193,2,0.1695916215135096,0.18340822823122227,14392,35105,0.5900299102691924,0.15479871030177492,0.16618244145205555,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-fidelity-tau700-g0.95,205,45,756,1.0,1.0,0.7367724867724867,1.0,0.8222222222222222,0.6335978835978836,0.35609756097560974,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,1750.0,4500.0,250,0,24,226,0,0.04757991199679988,0.06139482548657945,10845,35105,0.6910696481982623,0.24081848476781542,0.19486391187440677,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-balanced-tau1000-g0.95,205,45,756,1.0,1.0,0.7182539682539683,1.0,0.8666666666666667,0.6547619047619048,0.33170731707317075,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,2125.0,6137.499999999995,250,0,35,215,0,0.0614276882795738,0.0756592768784851,11161,35105,0.6820680814698761,0.2349764517818577,0.19339931252242099,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-fidelity-tau2600-g0.75,205,45,756,1.0,1.0,0.9523809523809523,1.0,1.0,0.8756613756613757,0.5902439024390244,0.9111111111111111,1.0,0.0,0.0,0.0,0.0,5750.0,30000.0,250,0,81,155,14,0.270155278373759,0.282768001481281,16359,35105,0.5339980059820538,0.13660337859498847,0.15097482411216862,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-responsive-tau1400-g0.55,205,45,756,1.0,1.0,0.7156084656084656,1.0,0.8222222222222222,0.6243386243386243,0.2926829268292683,0.7555555555555555,1.0,0.0,125.0,0.0,0.0,2500.0,6887.499999999995,250,0,39,211,0,0.06688970508018473,0.0813209038662859,11055,35105,0.6850875943597778,0.24923267026907048,0.1901115337450876,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-balanced-tau1000-g0.55,205,45,756,1.0,1.0,0.7314814814814815,1.0,0.8888888888888888,0.671957671957672,0.4195121951219512,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,2000.0,5887.499999999995,250,0,31,219,0,0.058998509036692244,0.07315249360841482,10473,35105,0.7016664292835779,0.2555723571115355,0.19339161016520623,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-confluence-clean_release-tau1000-g0.95,205,45,756,1.0,1.0,0.8174603174603174,1.0,0.9111111111111111,0.7791005291005291,0.424390243902439,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,2250.0,7274.999999999992,250,0,37,212,1,0.0921415324193607,0.10605402402808736,12172,35105,0.6532687651331719,0.18982775375825775,0.18626116123937056,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-fidelity-tau700-g1.2,205,45,756,1.0,1.0,0.9007936507936508,1.0,0.9555555555555556,0.8042328042328042,0.43414634146341463,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,2500.0,10637.499999999996,250,0,46,202,2,0.1595476199134514,0.17293243791794558,15275,35105,0.5648767981768978,0.1471398145513554,0.1646492380820649,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-responsive-tau1400-g0.95,205,45,756,1.0,1.0,0.9431216931216931,1.0,1.0,0.8346560846560847,0.5317073170731708,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,4250.0,21750.0,250,0,67,176,7,0.231753881959344,0.244845782978087,16003,35105,0.5441390115368181,0.13512462012681617,0.15870433303986878,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-fidelity-tau1400-g0.75,205,45,756,1.0,1.0,0.7619047619047619,1.0,0.8444444444444444,0.6706349206349206,0.36097560975609755,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,2750.0,10162.499999999987,250,0,46,204,0,0.08751590966944253,0.10202323047450844,11878,35105,0.6616436405070503,0.21661412605382377,0.18884678432022506,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-confluence-clean_release-tau700-g0.75,205,45,756,1.0,1.0,0.7486772486772487,0.9853658536585366,0.8888888888888888,0.656084656084656,0.3902439024390244,0.6444444444444445,1.0,0.0,0.0,0.0,0.0,1500.0,4387.499999999995,250,0,21,229,0,0.04524528164660533,0.05863166665479743,10113,35105,0.7119213787209799,0.25965828636392513,0.19994196097235734,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-balanced-tau1000-g0.75,205,45,756,1.0,1.0,0.8002645502645502,1.0,0.9111111111111111,0.7447089947089947,0.4292682926829268,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,2250.0,7137.499999999995,250,0,40,210,0,0.08123204480162916,0.09555686908466803,11641,35105,0.6683948155533399,0.20614867204674134,0.19020658853941588,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-price_heavy-fidelity-tau1400-g0.95,205,45,756,1.0,1.0,0.7619047619047619,1.0,0.8444444444444444,0.6944444444444444,0.45365853658536587,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,2750.0,10162.499999999987,250,0,48,200,2,0.09245427106440234,0.10691573077717403,11688,35105,0.6670559749323458,0.21398699964098414,0.1887802568659178,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-clean_release-tau1900-g0.75,205,45,756,1.0,1.0,0.7592592592592593,1.0,0.9777777777777777,0.7407407407407407,0.4682926829268293,0.7111111111111111,1.0,0.0,0.0,0.0,0.0,2750.0,10887.499999999996,250,0,51,197,2,0.09806902069166151,0.11252750696130866,11443,35105,0.674035037743911,0.22324788588298133,0.18929463936049432,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-price_heavy-clean_release-tau1000-g0.75,205,45,756,1.0,1.0,0.4603174603174603,0.9951219512195122,0.8444444444444444,0.4312169312169312,0.2731707317073171,0.6222222222222222,1.0,0.0,250.0,0.0,0.0,1750.0,4250.0,250,0,24,226,0,0.04578348303574675,0.0593723071664091,9190,35105,0.7382139296396525,0.3468286788997375,0.19729090665714125,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-price_heavy-fidelity-tau1900-g1.2,205,45,756,1.0,1.0,0.9497354497354498,1.0,1.0,0.8650793650793651,0.5658536585365853,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,5000.0,27774.999999999993,250,0,70,168,12,0.258751227317357,0.27147323367920295,16461,35105,0.5310924369747899,0.1322618137024011,0.15251262742225577,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-price_heavy-responsive-tau700-g0.75,205,45,756,1.0,1.0,0.798941798941799,1.0,0.8666666666666667,0.671957671957672,0.40487804878048783,0.6888888888888889,1.0,0.0,0.0,0.0,0.0,1750.0,5250.0,250,0,25,225,0,0.054234699443616134,0.06830984410941539,10954,35105,0.6879646773963823,0.2344977836157732,0.19433412213621243,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-fidelity-tau1400-g0.55,205,45,756,1.0,1.0,0.708994708994709,1.0,0.8,0.6388888888888888,0.28292682926829266,0.7333333333333333,1.0,0.0,250.0,0.0,0.0,2250.0,6250.0,250,0,38,212,0,0.06185679479253791,0.0762432434357174,10960,35105,0.6877937615724256,0.2542731055082007,0.19204119581150908,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-confluence-responsive-tau700-g0.95,205,45,756,1.0,1.0,0.7592592592592593,1.0,0.8444444444444444,0.6441798941798942,0.3463414634146341,0.6888888888888889,1.0,0.0,0.0,0.0,0.0,1750.0,5250.0,250,0,29,221,0,0.05171097130804757,0.06569623768863188,11219,35105,0.6804158951716279,0.2264379051288366,0.19263671686052827,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-confluence-responsive-tau2600-g0.55,205,45,756,1.0,1.0,0.9325396825396826,1.0,0.9555555555555556,0.8359788359788359,0.5658536585365853,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,5750.0,27912.499999999985,250,0,77,161,12,0.23581221135314012,0.24891218424857034,15241,35105,0.5658453211793192,0.14915315872044538,0.15824083486943766,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-price_heavy-balanced-tau700-g0.55,205,45,756,1.0,1.0,0.3373015873015873,0.9804878048780488,0.6,0.25925925925925924,0.22439024390243903,0.6,1.0,0.0,0.0,0.0,0.0,1000.0,2637.499999999996,250,0,12,238,0,0.03460489472344449,0.04711613100791204,8638,35105,0.753938185443669,0.3846785340353245,0.20108961127931285,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-log_excess-price_heavy-balanced-tau700-g0.95,205,45,756,1.0,1.0,0.5846560846560847,0.9951219512195122,0.8666666666666667,0.5224867724867724,0.3902439024390244,0.6222222222222222,1.0,0.0,250.0,0.0,0.0,1500.0,3750.0,250,0,19,231,0,0.04302701916433325,0.05637413740305799,9296,35105,0.7351944167497507,0.3148132233348351,0.19618744848871933,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-responsive-tau1400-g0.75,205,45,756,1.0,1.0,0.9206349206349206,1.0,0.9111111111111111,0.8029100529100529,0.4926829268292683,0.9111111111111111,1.0,0.0,0.0,0.0,0.0,3750.0,17662.499999999985,250,0,61,186,3,0.17498090839666897,0.18880635811393046,14146,35105,0.5970374590514171,0.15666199483441579,0.16893198527992775,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-confluence-fidelity-tau1900-g1.2,205,45,756,1.0,1.0,0.9034391534391535,1.0,0.9555555555555556,0.8068783068783069,0.5365853658536586,0.9111111111111111,1.0,0.0,0.0,0.0,0.0,4750.0,26324.999999999975,250,0,69,170,11,0.22610276737335902,0.23933370840128473,15480,35105,0.5590371741917106,0.14295686974445102,0.16054422532149334,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-log_excess-balanced-fidelity-tau1900-g1.2,205,45,756,1.0,1.0,0.8928571428571429,1.0,0.9555555555555556,0.8108465608465608,0.5365853658536586,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,4625.0,24912.499999999985,250,0,69,173,8,0.21784792174260884,0.2311795412301754,15174,35105,0.5677538812135023,0.14642837431497469,0.16123698214471435,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-confluence-fidelity-tau1000-g0.95,205,45,756,1.0,1.0,0.9126984126984127,1.0,0.9555555555555556,0.8055555555555556,0.4634146341463415,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,2750.0,12137.499999999996,250,0,53,194,3,0.16358413033201208,0.17734067327071124,14584,35105,0.5845606039025779,0.15393726221217482,0.16749561381228095,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-balanced-clean_release-tau1000-g0.75,205,45,756,1.0,1.0,0.7486772486772487,1.0,0.9333333333333333,0.6970899470899471,0.4195121951219512,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,2000.0,6000.0,250,0,32,218,0,0.06222044437979563,0.07615778491514681,10845,35105,0.6910696481982623,0.23546312952572102,0.19232640813067797,9,9,True,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
asym-sqrt_excess-balanced-clean_release-tau700-g0.95,205,45,756,1.0,1.0,0.7777777777777778,0.9853658536585366,0.8888888888888888,0.6904761904761905,0.3951219512195122,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1750.0,5524.999999999992,250,0,24,226,0,0.053580130186552236,0.06710630327804641,10842,35105,0.6911551061102408,0.22757096715140215,0.19498458000410404,8,9,False,"{""ab_weighted_recall"": true, ""false_fast"": true, ""oversampling"": true, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": false}"
asym-sqrt_excess-balanced-responsive-tau1900-g0.75,205,45,756,1.0,1.0,0.9457671957671958,1.0,0.9777777777777777,0.8333333333333334,0.5170731707317073,0.9111111111111111,1.0,0.0,0.0,0.0,0.0,4875.0,26774.999999999993,250,0,69,171,10,0.22753554674715445,0.24075801707746103,15402,35105,0.5612590799031477,0.14177750399380024,0.15778767375469618,7,9,False,"{""ab_weighted_recall"": true, ""false_fast"": false, ""oversampling"": false, ""reaction"": true, ""reduction"": true, ""tier_a_recall"": true, ""tier_a_snapshot_recall"": true, ""tier_b_recall"": true, ""tier_b_snapshot_recall"": true}"
